count,serialisation
1,"['|', ['!', ['&', ['!', 'InspiratoryPauseButton'], ['X', 'InspiratoryPauseButton']]], ['X', ['&', ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', ['&', ['!', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['&', ['X', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]], ['&', ['X', ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]]], ['->', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd'], ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]]]]"
1,"['!', ['&', ['!', 'InspiratoryPauseButton'], ['X', 'InspiratoryPauseButton']]]"
1,"['X', ['&', ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', ['&', ['!', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['&', ['X', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd']], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]], ['&', ['X', ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]], ['!', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]]]]]], ['->', ['|', 'PCVInspiratoryPhaseEnd', 'PSVInspiratoryPhaseEnd'], ['|', ['G', '[0,40]', ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]], ['V', ['&', 'InspiratoryPauseButton', ['X', ['!', 'InspiratoryPauseButton']]], ['->', 'InspiratoryPauseButton', ['&', 'inValveClose', 'outValveClose']]]]]]]"
1,"['&', ['!', 'InspiratoryPauseButton'], ['X', 'InspiratoryPauseButton']]"
1,"['X', 'InspiratoryPauseButton']"
1,"['F', 'logO2SensorUse']"
1,"['F', ['&', 'measureO2_PRC_', 'displayO2_PRC_']]"
1,"['&', 'measureO2_PRC_', 'displayO2_PRC_']"
1,"['&', ['G', ['->', ['&', ['!', 'resumeVentilation'], ['X', 'resumeVentilation']], ['X', ['F', 'loadLastParams']]]], ['->', 'resumeVentilation', ['F', 'loadLastParams']]]"
1,"['G', ['->', ['&', ['!', 'resumeVentilation'], ['X', 'resumeVentilation']], ['X', ['F', 'loadLastParams']]]]"
1,"['->', 'resumeVentilation', ['F', 'loadLastParams']]"
1,"['->', ['&', ['!', 'resumeVentilation'], ['X', 'resumeVentilation']], ['X', ['F', 'loadLastParams']]]"
1,"['X', ['F', 'loadLastParams']]"
